relative_path,category,file_extension,size_bytes,sha256,deposit_status,release_note
data_manifests/four_tu_unified_samples_20260810.csv,sample_manifest,.csv,55836,131d9a521c6e3c3bfbf6a3727d2161c0c14a726a38a13055efd82d6891227ec3,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
data_manifests/mojahid_unified_samples_20260810.csv,sample_manifest,.csv,1211866,6e841fe4aeec0d702d531821a55f75745f4a378673c1b1e339988e1083b38a15,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
data_manifests/res_sam_unified_samples_20260810.csv,sample_manifest,.csv,445719,eca60395a56cccc6509e0104749bf26889d59d97bf3844eb3ed18ac0e909bea1,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
data_manifests/tigpr_unified_samples_20260810.csv,sample_manifest,.csv,413,472cc869dfbed762bf900f16aa86284c4a975e51e22ea320165bf0334996e1b1,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
data_manifests/unified_sample_schema_20260810.csv,sample_manifest,.csv,1952,dacb631576bc6cdfb3b728550d9ff0afbc8ed76cfbccc06aa30fc600d6c8fc8c,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
environment/environment_audit_20260810.md,environment_metadata,.md,2029,79c5b272ae0b356a1a695e3735313458b235ba295451ccd0b8c034097e9d778d,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
environment/pip_freeze_20260810.txt,environment_metadata,.txt,8523,7e61e298c4554b3d76c376fea13916a5a7aefea78dd04dba434a17b9d0f1f16b,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
environment/python_environment_20260810.json,environment_metadata,.json,734,11acf27a9e344018143e2112789278138807e8cb6031afc7df3a3a3e245cac96,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
protocols/4tu_raw_trace_counterfactual_audit_20260810.md,protocol,.md,2165,1bdeb9e39c6e251fe82b09cac7b000e6852d1e6caea0a8bc401a8198e332ef35,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
protocols/blind_external_validation_protocol_20260810.md,protocol,.md,6457,d7b06a361a3c05f474d75895b00e7a1eb8ca65d3319f7549a81b9ea4abf00d0d,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,companion_artifact_skeleton,.md,1558,52252b5ceaff269615c7cc38626fed5565d3e9c3a1d0ce0396f0ec3b6c204dba,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/companion_artifacts_skeleton_20260810/companion_artifacts_summary.json,companion_artifact_skeleton,.json,517,8bbffa1868d372f344875f525907455313ebb0a703920411ba6dd00a35b4d192,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/companion_artifacts_skeleton_20260810/data_availability_skeleton.md,companion_artifact_skeleton,.md,3463,63600f3486e1d5a121d2b7ee5471b2d3f0086c2892c5797484a74af3f36ee26a,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/companion_artifacts_skeleton_20260810/data_repository_plan.csv,companion_artifact_skeleton,.csv,2014,de1bebba5f786f962ddc327971f9f9203d4345d51e434847975a8fda338b7724,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.csv,companion_artifact_skeleton,.csv,1659,9324789c301975cb85253a5efb6efc4cbfe8809ced8815a4ae0a40334c9e4a01,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,companion_artifact_skeleton,.md,2310,c4898dcb1819c3f495cff5faffd59b1f209d79b32eba63546cd5d43ce47152cf,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure1_table1_sources_20260810/figure1_flow_source.csv,figure_table_source_data,.csv,1279,3a7c3319dfdc22c41b08dce3e0a390a8c5a133050bd11090f929051949b22409,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure1_table1_sources_20260810/figure1_table1_source_summary.json,figure_table_source_data,.json,294,21a4758a53cd037c35051f04059f32a2cb91991b9de976cb98bbd5251b1083aa,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure1_table1_sources_20260810/figure1_table1_source_summary.md,figure_table_source_data,.md,2831,a388ee46bbcbff65bc588444f6b039f5c50cf00837fa6f18869750972226fa4a,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure1_table1_sources_20260810/table1_asset_audit.csv,figure_table_source_data,.csv,1163,747c3093c9689793733c7075777c06210c809cd9705c01c3e4855a0ccd506aee,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure2_table2_sources_20260810/figure2_source_data.csv,figure_table_source_data,.csv,3029,dc1dd100ae33bfcf3cdb038e6515fd0403977e1ede311f711cb56df95131de3d,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure2_table2_sources_20260810/figure2_table2_source_summary.json,figure_table_source_data,.json,500,edfc0420e3e9c9f353b0195b6d68c2b6c12bea3b98286a6cfb43096d2eb4b349,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure2_table2_sources_20260810/figure2_table2_source_summary.md,figure_table_source_data,.md,2948,34164469cc3fede5abbab833a66a415d7e254f2af46646a79b77b5e15037f7fa,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure2_table2_sources_20260810/table2_model_family_support.csv,figure_table_source_data,.csv,713,34ec3399c056bf85dc46530fc33b460f8ea965ea05e1f84788a3e52805c2314f,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure3_sources_20260810/figure3_claim_boundary.csv,figure_table_source_data,.csv,320,4cf86e540a92cad60f9ab1beff69365c29e342787e73181e99c4688056cb6a19,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure3_sources_20260810/figure3_hog_split_source_data.csv,figure_table_source_data,.csv,798,b4b2cb54e474bf1cb1359841a6fe7ebc922f934e0e2c575971bec6584da3192c,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure3_sources_20260810/figure3_model_delta_source_data.csv,figure_table_source_data,.csv,796,3d1f6329717a91cc8722174716c563cc24b2af43ecd190d7294fc0ffa37843a5,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure3_sources_20260810/figure3_source_summary.json,figure_table_source_data,.json,239,d17829c9ae55942ff8b6b6d9d0dc67e958be466ee46387108a80d156f8dd569c,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure3_sources_20260810/figure3_source_summary.md,figure_table_source_data,.md,2028,f51e831e83f23232cac23655f0b49444554465189ecad9c27e6aabeac0d0650d,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
reports/figure4_sources_20260810/figure4_counterfactual_source_data.csv,figure_table_source_data,.csv,2789,3d701da7cc506196a4ef91029053ac95159965f1c014b9f1b650aad16fd3b634,ready_as_derived_artifact,Derived artifact or metadata only; third-party raw data are not redistributed here.
