category,path,required,exists,is_file,is_dir,size_bytes,sha256
core_freeze_file,configs/master_protocol_20260810.yaml,True,True,True,False,4490,0d7bcf94a8ccc5d7a5ffe3fca6c64f02e4f48ec6ad2d9419050ec61cb882de45
core_freeze_file,environment/python_environment_20260810.json,True,True,True,False,734,11acf27a9e344018143e2112789278138807e8cb6031afc7df3a3a3e245cac96
core_freeze_file,environment/pip_freeze_20260810.txt,True,True,True,False,8523,7e61e298c4554b3d76c376fea13916a5a7aefea78dd04dba434a17b9d0f1f16b
core_freeze_file,checkpoints/checkpoint_20260810.md,True,True,True,False,344139,5fa2e1d5ecc49519b9bcf40c3fce2ef5a629d7f36e884627e90f6cd89790680b
core_freeze_file,checkpoints/gate_status_20260810.md,True,True,True,False,181799,4e1096da665c7484ce0ce167a86c5960d4fa977d8cfbd782bdfed5b169d5cd2c
core_freeze_file,reports/experiment_only_progress_20260811/experiment_only_progress_summary.json,True,True,True,False,4455,b519d00f22a0db09a5b375c05677e189357d15c9dedb35b890d38cca1cb68d77
core_freeze_file,reports/experiment_only_progress_20260811/experiment_only_module_scores.csv,True,True,True,False,11873,e9dcb9fa86aeaeb028b64aa75c34b25e8e07cde4592711c90898564bc83cc09d
core_freeze_file,reports/experiment_only_progress_20260811/experiment_only_qa.csv,True,True,True,False,5033,48f4f2ec30ccdfd12d9584cd3e17909c6c7960635e9bcd7186f8091bc0030160
module_evidence,data_manifests,True,True,False,True,,
module_evidence,splits,True,True,False,True,,
module_evidence,reports/tigpr_local_asset_audit_20260810.json,True,True,True,False,6140,88c39fc4e60e769e3c586bfb2c312dedc379b8925c88de77af1420a465395d06
module_evidence,reports/deepmask_gpr_asset_audit_20260811/deepmask_gpr_asset_audit_summary.json,True,True,True,False,1291,9b80e971b66388ea4db9daeb032ee60fc8bae40b99f02a9fc91b572230bc206c
module_evidence,reports/deepmask_gpr_augmentation_leakage_matrix_20260811/deepmask_gpr_augmentation_leakage_summary.json,True,True,True,False,10178,3cfd2078d4aa3e8c3cb295c7344a696f9710a86036a9d662ed7628ae40eea7f3
module_evidence,reports/cross_asset_collision_audit_20260811/cross_asset_collision_audit_summary.json,True,True,True,False,4912,1b9584aeae2e49fad5f611527eea0148201668910e24a472865295d6ef2017c5
module_evidence,reports/unified_split_manifest_audit_20260811/unified_split_manifest_audit_summary.json,True,True,True,False,24491,d14703772ecd2fe410a0b119ff62962ca56bab2ae64ecddc8da1176863be6cd6
module_evidence,reports/unified_split_baseline_20260811/unified_split_baseline_summary.json,True,True,True,False,15781,98bfa55a119250e4496ca92f338fcd3ea6a203e74a7e18af1168a1fc72ecfe64
module_evidence,reports/unified_split_model_ranking_audit_20260811/unified_split_model_ranking_audit_summary.json,True,True,True,False,29668,c55ab8af5d64b72b52d07c6c71bd4d8f2669add532ff4b29acd4c5a59b8ee9a0
module_evidence,reports/unified_split_effect_statistics_20260811/unified_split_effect_statistics_summary.json,True,True,True,False,16852,c60c2cb83f9569d8c847ad12e359e69ada5f81a90b0681dab1bb94b05df8ce02
module_evidence,reports/unified_split_seed_stability_20260811/unified_split_seed_stability_summary.json,True,True,True,False,48254,716bd82b38248c2dea58f6e31ddba81e96c59bf5b8d3f287f5f71a5a800b9984
module_evidence,reports/unified_split_five_family_matrix_20260811/unified_split_five_family_matrix_summary.json,True,True,True,False,69037,8838a5ea0d4004282d016304ad7bc76a27b5e0b5cd09397ffd3054b3f3a9f86e
module_evidence,reports/local_signflip_permutation_audit_20260811/local_signflip_permutation_audit_summary.json,True,True,True,False,2507,69e2687ce20366003764363546da950f0680132182e4f7d47a0dc2fe931c5219
module_evidence,reports/mojahid_hog_rbf_svm_seed_sweep_20260810/seed_sweep_summary.json,True,True,True,False,2108,7b1966a0aebbd1c5a4195e67ebc277a59257214d6bb266252736ae24018bbd8a
module_evidence,reports/five_model_synthesis_20260810/five_model_synthesis_summary.json,True,True,True,False,5358,073db7dab5eec159319cd4879ffe41c91c1bc39de9f1d53790ecc32c9e2b8ab3
module_evidence,reports/ressam_transfer_bootstrap_ci_20260811/ressam_transfer_bootstrap_ci_summary.json,True,True,True,False,1862,825dd963b280aa30585dcd70e4e0eb94ac552219d33a88765add81daddfd8b5e
module_evidence,reports/source_predictability_20260811/source_predictability_summary.json,True,True,True,False,6672,716be4734a5d51d50f0f8a4397061580eb942e2f629437ff487f6b534ee43731
module_evidence,reports/target_source_association_20260811/target_source_association_summary.json,True,True,True,False,2743,c93f096a2fe770e0a321d02e6ca889bcae35ff3c91db5f29c5eda73d67ef62c8
module_evidence,reports/planned_five_model_synthesis_20260811/planned_five_model_synthesis_summary.json,True,True,True,False,5678,4b1123c88d0e57aad9b9ff3834da75e830a939f93ce008d3fde0032c82631e64
module_evidence,reports/deit_tiny_embedding_svm_matrix_20260811/deit_tiny_embedding_svm_summary.json,True,True,True,False,3818,048e40c060dc2d1ef2929bdcc070263981ada746faf2ccf842a9cf5d35beb9d0
module_evidence,reports/frozen_experiment_registry_20260811/frozen_experiment_registry_summary.json,True,True,True,False,331,ce6bb67beb5f537f52e4ff9cf7e55f554aa8795d9fed399be7ad9ee4a1ce86ed
module_evidence,reports/4tu_model_family_extension_audit_20260810/4tu_model_family_extension_audit_summary.json,True,True,True,False,432,5d66bd7f9c3d3db6b234cf4dbf451f78741c1709e13d9afd4cf0c91bb099603e
module_evidence,reports/4tu_task_source_association_20260811/4tu_task_source_association_summary.json,True,True,True,False,7600,3e50a588a4ff07c0dd445f5bc1a8e5bb78749e90f530f17a8778f2aa1dd0bb58
module_evidence,reports/4tu_stress_stability_20260811/4tu_stress_stability_summary.json,True,True,True,False,8336,36016b2769b2f0bb102495f9a0589656af6c0e6ec65da21212d6d824583951ba
module_evidence,reports/zenodo_gpr_raw_asset_audit_20260811/zenodo_gpr_raw_asset_audit_summary.json,True,True,True,False,4907,da2c4b25796bef9bc5c41b7bb957ae2a25ce3be7c6321a923ba1068eb0fe5323
module_evidence,reports/zenodo_gpr_trackc_metadata_baseline_20260811/zenodo_gpr_trackc_metadata_baseline_summary.json,True,True,True,False,18490,60872ce6c8d52fcd7a9e2bde8cdfe67bc67512efa8ad6fb63a5379473be77a1c
module_evidence,reports/mojahid_leakage_dose_20260811/dose_sweep_summary.json,True,True,True,False,33679,636a87d5e82a0019932398746a29310a1231cbd5145311c0d44340131c95d37f
module_evidence,reports/tigpr_duplicate_leakage_dose_20260811/tigpr_duplicate_leakage_dose_summary.json,True,True,True,False,22106,e17a22405e6872c58f16d7fb697e248314bfcde74024918dd22d8f4f65c3ce5f
